Orthogroup	agresttis	amborella	aratha	azolla	ceratopteris	chara	gnetum	klebsormidium	marchantia	mesotaenium	oryza	physcomitrella	plambertiana	populus	salvinia	selaginella	sequoia	spirogloea	vitis	volvox	zmays
OG0084681															Sacu_v1.1_s0029.g010112						
OG0084682															Sacu_v1.1_s0029.g010115						
OG0084683															Sacu_v1.1_s0029.g010119						
OG0084684															Sacu_v1.1_s0029.g010120						
OG0084685															Sacu_v1.1_s0029.g010122						
OG0084686															Sacu_v1.1_s0029.g010125						
OG0084687															Sacu_v1.1_s0029.g010140						
OG0084688															Sacu_v1.1_s0029.g010155						
OG0084689															Sacu_v1.1_s0029.g010162						
OG0084690															Sacu_v1.1_s0029.g010169						
OG0084691															Sacu_v1.1_s0029.g010192						
OG0084692															Sacu_v1.1_s0029.g010195						
OG0084693															Sacu_v1.1_s0029.g010208						
OG0084694															Sacu_v1.1_s0029.g010209						
OG0084695															Sacu_v1.1_s0029.g010210						
OG0084696															Sacu_v1.1_s0029.g010211						
OG0084697															Sacu_v1.1_s0029.g010212						
OG0084698															Sacu_v1.1_s0029.g010213						
OG0084699															Sacu_v1.1_s0029.g010214						
OG0084700															Sacu_v1.1_s0029.g010216						
OG0084701															Sacu_v1.1_s0029.g010221						
OG0084702															Sacu_v1.1_s0029.g010223						
OG0084703															Sacu_v1.1_s0029.g010227						
OG0084704															Sacu_v1.1_s0029.g010232						
OG0084705															Sacu_v1.1_s0029.g010233						
OG0084706															Sacu_v1.1_s0029.g010236						
OG0084707															Sacu_v1.1_s0029.g010239						
OG0084708															Sacu_v1.1_s0029.g010240						
OG0084709															Sacu_v1.1_s0029.g010252						
OG0084710															Sacu_v1.1_s0029.g010255						
OG0084711															Sacu_v1.1_s0029.g010256						
OG0084712															Sacu_v1.1_s0029.g010259						
OG0084713															Sacu_v1.1_s0030.g010290						
OG0084714															Sacu_v1.1_s0030.g010297						
OG0084715															Sacu_v1.1_s0030.g010299						
OG0084716															Sacu_v1.1_s0030.g010305						
OG0084717															Sacu_v1.1_s0030.g010307						
OG0084718															Sacu_v1.1_s0030.g010313						
OG0084719															Sacu_v1.1_s0030.g010319						
OG0084720															Sacu_v1.1_s0030.g010340						
OG0084721															Sacu_v1.1_s0030.g010368						
OG0084722															Sacu_v1.1_s0030.g010369						
OG0084723															Sacu_v1.1_s0030.g010386						
OG0084724															Sacu_v1.1_s0030.g010391						
OG0084725															Sacu_v1.1_s0030.g010397						
OG0084726															Sacu_v1.1_s0030.g010436						
OG0084727															Sacu_v1.1_s0030.g010472						
OG0084728															Sacu_v1.1_s0030.g010474						
OG0084729															Sacu_v1.1_s0030.g010492						
OG0084730															Sacu_v1.1_s0030.g010511						
OG0084731															Sacu_v1.1_s0030.g010512						
OG0084732															Sacu_v1.1_s0030.g010525						
OG0084733															Sacu_v1.1_s0030.g010526						
OG0084734															Sacu_v1.1_s0031.g010576						
OG0084735															Sacu_v1.1_s0031.g010588						
OG0084736															Sacu_v1.1_s0031.g010590						
OG0084737															Sacu_v1.1_s0031.g010596						
OG0084738															Sacu_v1.1_s0031.g010597						
OG0084739															Sacu_v1.1_s0031.g010603						
OG0084740															Sacu_v1.1_s0031.g010605						
OG0084741															Sacu_v1.1_s0031.g010607						
OG0084742															Sacu_v1.1_s0031.g010618						
OG0084743															Sacu_v1.1_s0031.g010635						
OG0084744															Sacu_v1.1_s0031.g010640						
OG0084745															Sacu_v1.1_s0031.g010654						
OG0084746															Sacu_v1.1_s0031.g010668						
OG0084747															Sacu_v1.1_s0031.g010678						
OG0084748															Sacu_v1.1_s0031.g010699						
OG0084749															Sacu_v1.1_s0031.g010700						
OG0084750															Sacu_v1.1_s0031.g010709						
OG0084751															Sacu_v1.1_s0031.g010715						
OG0084752															Sacu_v1.1_s0032.g010731						
OG0084753															Sacu_v1.1_s0032.g010733						
OG0084754															Sacu_v1.1_s0032.g010749						
OG0084755															Sacu_v1.1_s0032.g010761						
OG0084756															Sacu_v1.1_s0032.g010786						
OG0084757															Sacu_v1.1_s0032.g010787						
OG0084758															Sacu_v1.1_s0032.g010792						
OG0084759															Sacu_v1.1_s0032.g010808						
OG0084760															Sacu_v1.1_s0032.g010833						
OG0084761															Sacu_v1.1_s0032.g010864						
OG0084762															Sacu_v1.1_s0032.g010867						
OG0084763															Sacu_v1.1_s0032.g010876						
OG0084764															Sacu_v1.1_s0032.g010888						
OG0084765															Sacu_v1.1_s0032.g010931						
OG0084766															Sacu_v1.1_s0032.g010937						
OG0084767															Sacu_v1.1_s0033.g010962						
OG0084768															Sacu_v1.1_s0033.g010967						
OG0084769															Sacu_v1.1_s0033.g010968						
OG0084770															Sacu_v1.1_s0033.g010986						
OG0084771															Sacu_v1.1_s0033.g010994						
OG0084772															Sacu_v1.1_s0033.g010999						
OG0084773															Sacu_v1.1_s0033.g011035						
OG0084774															Sacu_v1.1_s0033.g011060						
OG0084775															Sacu_v1.1_s0033.g011063						
OG0084776															Sacu_v1.1_s0033.g011064						
OG0084777															Sacu_v1.1_s0033.g011066						
OG0084778															Sacu_v1.1_s0033.g011082						
OG0084779															Sacu_v1.1_s0033.g011131						
OG0084780															Sacu_v1.1_s0034.g011137						
OG0084781															Sacu_v1.1_s0034.g011142						
OG0084782															Sacu_v1.1_s0034.g011143						
OG0084783															Sacu_v1.1_s0034.g011179						
OG0084784															Sacu_v1.1_s0034.g011190						
OG0084785															Sacu_v1.1_s0034.g011196						
OG0084786															Sacu_v1.1_s0034.g011203						
OG0084787															Sacu_v1.1_s0034.g011210						
OG0084788															Sacu_v1.1_s0034.g011217						
OG0084789															Sacu_v1.1_s0034.g011222						
OG0084790															Sacu_v1.1_s0034.g011234						
OG0084791															Sacu_v1.1_s0034.g011240						
OG0084792															Sacu_v1.1_s0034.g011245						
OG0084793															Sacu_v1.1_s0034.g011248						
OG0084794															Sacu_v1.1_s0034.g011267						
OG0084795															Sacu_v1.1_s0034.g011273						
OG0084796															Sacu_v1.1_s0034.g011297						
OG0084797															Sacu_v1.1_s0035.g011320						
OG0084798															Sacu_v1.1_s0035.g011324						
OG0084799															Sacu_v1.1_s0035.g011327						
OG0084800															Sacu_v1.1_s0035.g011334						
OG0084801															Sacu_v1.1_s0035.g011339						
OG0084802															Sacu_v1.1_s0035.g011340						
OG0084803															Sacu_v1.1_s0035.g011356						
OG0084804															Sacu_v1.1_s0035.g011358						
OG0084805															Sacu_v1.1_s0035.g011361						
OG0084806															Sacu_v1.1_s0035.g011363						
OG0084807															Sacu_v1.1_s0035.g011367						
OG0084808															Sacu_v1.1_s0035.g011377						
OG0084809															Sacu_v1.1_s0035.g011380						
OG0084810															Sacu_v1.1_s0035.g011461						
OG0084811															Sacu_v1.1_s0035.g011474						
OG0084812															Sacu_v1.1_s0035.g011482						
OG0084813															Sacu_v1.1_s0035.g011491						
OG0084814															Sacu_v1.1_s0036.g011521						
OG0084815															Sacu_v1.1_s0036.g011522						
OG0084816															Sacu_v1.1_s0036.g011526						
OG0084817															Sacu_v1.1_s0036.g011539						
OG0084818															Sacu_v1.1_s0036.g011553						
OG0084819															Sacu_v1.1_s0036.g011579						
OG0084820															Sacu_v1.1_s0036.g011581						
OG0084821															Sacu_v1.1_s0036.g011594						
OG0084822															Sacu_v1.1_s0036.g011608						
OG0084823															Sacu_v1.1_s0036.g011620						
OG0084824															Sacu_v1.1_s0036.g011632						
OG0084825															Sacu_v1.1_s0036.g011643						
OG0084826															Sacu_v1.1_s0036.g011656						
OG0084827															Sacu_v1.1_s0036.g011660						
OG0084828															Sacu_v1.1_s0036.g011670						
OG0084829															Sacu_v1.1_s0036.g011704						
OG0084830															Sacu_v1.1_s0036.g011711						
OG0084831															Sacu_v1.1_s0036.g011721						
OG0084832															Sacu_v1.1_s0036.g011732						
OG0084833															Sacu_v1.1_s0036.g011739						
OG0084834															Sacu_v1.1_s0036.g011753						
OG0084835															Sacu_v1.1_s0037.g011760						
OG0084836															Sacu_v1.1_s0037.g011776						
OG0084837															Sacu_v1.1_s0037.g011779						
OG0084838															Sacu_v1.1_s0037.g011787						
OG0084839															Sacu_v1.1_s0037.g011788						
OG0084840															Sacu_v1.1_s0037.g011791						
OG0084841															Sacu_v1.1_s0037.g011810						
OG0084842															Sacu_v1.1_s0037.g011813						
OG0084843															Sacu_v1.1_s0037.g011814						
OG0084844															Sacu_v1.1_s0037.g011819						
OG0084845															Sacu_v1.1_s0037.g011851						
OG0084846															Sacu_v1.1_s0037.g011855						
OG0084847															Sacu_v1.1_s0037.g011857						
OG0084848															Sacu_v1.1_s0037.g011862						
OG0084849															Sacu_v1.1_s0037.g011883						
OG0084850															Sacu_v1.1_s0037.g011893						
OG0084851															Sacu_v1.1_s0037.g011897						
OG0084852															Sacu_v1.1_s0038.g011909						
OG0084853															Sacu_v1.1_s0038.g011921						
OG0084854															Sacu_v1.1_s0038.g011934						
OG0084855															Sacu_v1.1_s0038.g011937						
OG0084856															Sacu_v1.1_s0038.g011969						
OG0084857															Sacu_v1.1_s0038.g011987						
OG0084858															Sacu_v1.1_s0038.g011990						
OG0084859															Sacu_v1.1_s0038.g011991						
OG0084860															Sacu_v1.1_s0038.g011992						
OG0084861															Sacu_v1.1_s0038.g011993						
OG0084862															Sacu_v1.1_s0038.g011994						
OG0084863															Sacu_v1.1_s0038.g011997						
OG0084864															Sacu_v1.1_s0038.g012012						
OG0084865															Sacu_v1.1_s0038.g012016						
OG0084866															Sacu_v1.1_s0038.g012019						
OG0084867															Sacu_v1.1_s0038.g012021						
OG0084868															Sacu_v1.1_s0038.g012044						
OG0084869															Sacu_v1.1_s0039.g012078						
OG0084870															Sacu_v1.1_s0039.g012086						
OG0084871															Sacu_v1.1_s0039.g012099						
OG0084872															Sacu_v1.1_s0039.g012110						
OG0084873															Sacu_v1.1_s0039.g012117						
OG0084874															Sacu_v1.1_s0039.g012121						
OG0084875															Sacu_v1.1_s0039.g012135						
OG0084876															Sacu_v1.1_s0039.g012137						
OG0084877															Sacu_v1.1_s0039.g012145						
OG0084878															Sacu_v1.1_s0039.g012152						
OG0084879															Sacu_v1.1_s0039.g012162						
OG0084880															Sacu_v1.1_s0039.g012171						
OG0084881															Sacu_v1.1_s0039.g012181						
OG0084882															Sacu_v1.1_s0039.g012194						
OG0084883															Sacu_v1.1_s0039.g012197						
OG0084884															Sacu_v1.1_s0039.g012205						
OG0084885															Sacu_v1.1_s0039.g012220						
OG0084886															Sacu_v1.1_s0039.g012238						
OG0084887															Sacu_v1.1_s0039.g012240						
OG0084888															Sacu_v1.1_s0039.g012241						
OG0084889															Sacu_v1.1_s0039.g012242						
OG0084890															Sacu_v1.1_s0039.g012246						
OG0084891															Sacu_v1.1_s0039.g012249						
OG0084892															Sacu_v1.1_s0039.g012253						
OG0084893															Sacu_v1.1_s0039.g012255						
OG0084894															Sacu_v1.1_s0040.g012275						
OG0084895															Sacu_v1.1_s0040.g012284						
OG0084896															Sacu_v1.1_s0040.g012307						
OG0084897															Sacu_v1.1_s0040.g012325						
OG0084898															Sacu_v1.1_s0040.g012327						
OG0084899															Sacu_v1.1_s0040.g012328						
OG0084900															Sacu_v1.1_s0040.g012329						
OG0084901															Sacu_v1.1_s0040.g012336						
OG0084902															Sacu_v1.1_s0040.g012340						
OG0084903															Sacu_v1.1_s0040.g012343						
OG0084904															Sacu_v1.1_s0040.g012352						
OG0084905															Sacu_v1.1_s0040.g012356						
OG0084906															Sacu_v1.1_s0040.g012367						
OG0084907															Sacu_v1.1_s0040.g012373						
OG0084908															Sacu_v1.1_s0040.g012382						
OG0084909															Sacu_v1.1_s0040.g012409						
OG0084910															Sacu_v1.1_s0040.g012433						
OG0084911															Sacu_v1.1_s0040.g012434						
OG0084912															Sacu_v1.1_s0040.g012450						
OG0084913															Sacu_v1.1_s0041.g012462						
OG0084914															Sacu_v1.1_s0041.g012507						
OG0084915															Sacu_v1.1_s0041.g012512						
OG0084916															Sacu_v1.1_s0041.g012540						
OG0084917															Sacu_v1.1_s0041.g012550						
OG0084918															Sacu_v1.1_s0041.g012554						
OG0084919															Sacu_v1.1_s0041.g012559						
OG0084920															Sacu_v1.1_s0041.g012562						
OG0084921															Sacu_v1.1_s0041.g012565						
OG0084922															Sacu_v1.1_s0041.g012572						
OG0084923															Sacu_v1.1_s0041.g012573						
OG0084924															Sacu_v1.1_s0041.g012592						
OG0084925															Sacu_v1.1_s0041.g012629						
OG0084926															Sacu_v1.1_s0042.g012638						
OG0084927															Sacu_v1.1_s0042.g012649						
OG0084928															Sacu_v1.1_s0042.g012654						
OG0084929															Sacu_v1.1_s0042.g012655						
OG0084930															Sacu_v1.1_s0042.g012657						
OG0084931															Sacu_v1.1_s0042.g012664						
OG0084932															Sacu_v1.1_s0042.g012670						
OG0084933															Sacu_v1.1_s0042.g012679						
OG0084934															Sacu_v1.1_s0042.g012684						
OG0084935															Sacu_v1.1_s0042.g012685						
OG0084936															Sacu_v1.1_s0042.g012688						
OG0084937															Sacu_v1.1_s0042.g012717						
OG0084938															Sacu_v1.1_s0042.g012726						
OG0084939															Sacu_v1.1_s0042.g012744						
OG0084940															Sacu_v1.1_s0042.g012747						
OG0084941															Sacu_v1.1_s0042.g012760						
OG0084942															Sacu_v1.1_s0043.g012819						
OG0084943															Sacu_v1.1_s0043.g012823						
OG0084944															Sacu_v1.1_s0043.g012824						
OG0084945															Sacu_v1.1_s0043.g012833						
OG0084946															Sacu_v1.1_s0043.g012838						
OG0084947															Sacu_v1.1_s0043.g012846						
OG0084948															Sacu_v1.1_s0043.g012856						
OG0084949															Sacu_v1.1_s0043.g012860						
OG0084950															Sacu_v1.1_s0043.g012874						
OG0084951															Sacu_v1.1_s0043.g012880						
OG0084952															Sacu_v1.1_s0043.g012888						
OG0084953															Sacu_v1.1_s0043.g012890						
OG0084954															Sacu_v1.1_s0043.g012892						
OG0084955															Sacu_v1.1_s0043.g012893						
OG0084956															Sacu_v1.1_s0043.g012903						
OG0084957															Sacu_v1.1_s0043.g012906						
OG0084958															Sacu_v1.1_s0043.g012918						
OG0084959															Sacu_v1.1_s0043.g012922						
OG0084960															Sacu_v1.1_s0043.g012942						
OG0084961															Sacu_v1.1_s0044.g012946						
OG0084962															Sacu_v1.1_s0044.g012947						
OG0084963															Sacu_v1.1_s0044.g012951						
OG0084964															Sacu_v1.1_s0044.g012954						
OG0084965															Sacu_v1.1_s0044.g012959						
OG0084966															Sacu_v1.1_s0044.g012967						
OG0084967															Sacu_v1.1_s0044.g012968						
OG0084968															Sacu_v1.1_s0044.g012971						
OG0084969															Sacu_v1.1_s0044.g012994						
OG0084970															Sacu_v1.1_s0044.g013017						
OG0084971															Sacu_v1.1_s0044.g013055						
OG0084972															Sacu_v1.1_s0044.g013061						
OG0084973															Sacu_v1.1_s0044.g013068						
OG0084974															Sacu_v1.1_s0044.g013088						
OG0084975															Sacu_v1.1_s0044.g013096						
OG0084976															Sacu_v1.1_s0044.g013098						
OG0084977															Sacu_v1.1_s0044.g013102						
OG0084978															Sacu_v1.1_s0044.g013103						
OG0084979															Sacu_v1.1_s0044.g013118						
OG0084980															Sacu_v1.1_s0045.g013128						
OG0084981															Sacu_v1.1_s0045.g013133						
OG0084982															Sacu_v1.1_s0045.g013173						
OG0084983															Sacu_v1.1_s0045.g013189						
OG0084984															Sacu_v1.1_s0045.g013203						
OG0084985															Sacu_v1.1_s0045.g013204						
OG0084986															Sacu_v1.1_s0045.g013207						
OG0084987															Sacu_v1.1_s0045.g013225						
OG0084988															Sacu_v1.1_s0045.g013227						
OG0084989															Sacu_v1.1_s0045.g013234						
OG0084990															Sacu_v1.1_s0045.g013262						
OG0084991															Sacu_v1.1_s0045.g013282						
OG0084992															Sacu_v1.1_s0045.g013284						
OG0084993															Sacu_v1.1_s0045.g013299						
OG0084994															Sacu_v1.1_s0045.g013301						
OG0084995															Sacu_v1.1_s0045.g013302						
OG0084996															Sacu_v1.1_s0046.g013314						
OG0084997															Sacu_v1.1_s0046.g013315						
OG0084998															Sacu_v1.1_s0046.g013339						
OG0084999															Sacu_v1.1_s0046.g013353						
OG0085000															Sacu_v1.1_s0046.g013362						
OG0085001															Sacu_v1.1_s0046.g013367						
OG0085002															Sacu_v1.1_s0046.g013368						
OG0085003															Sacu_v1.1_s0046.g013370						
OG0085004															Sacu_v1.1_s0046.g013371						
OG0085005															Sacu_v1.1_s0046.g013373						
OG0085006															Sacu_v1.1_s0047.g013412						
OG0085007															Sacu_v1.1_s0047.g013415						
OG0085008															Sacu_v1.1_s0047.g013422						
OG0085009															Sacu_v1.1_s0047.g013424						
OG0085010															Sacu_v1.1_s0047.g013437						
OG0085011															Sacu_v1.1_s0047.g013445						
OG0085012															Sacu_v1.1_s0047.g013446						
OG0085013															Sacu_v1.1_s0047.g013467						
OG0085014															Sacu_v1.1_s0047.g013470						
OG0085015															Sacu_v1.1_s0047.g013474						
OG0085016															Sacu_v1.1_s0047.g013476						
OG0085017															Sacu_v1.1_s0047.g013478						
OG0085018															Sacu_v1.1_s0047.g013501						
OG0085019															Sacu_v1.1_s0047.g013516						
OG0085020															Sacu_v1.1_s0048.g013559						
OG0085021															Sacu_v1.1_s0048.g013574						
OG0085022															Sacu_v1.1_s0048.g013579						
OG0085023															Sacu_v1.1_s0048.g013581						
OG0085024															Sacu_v1.1_s0048.g013590						
OG0085025															Sacu_v1.1_s0048.g013591						
OG0085026															Sacu_v1.1_s0048.g013596						
OG0085027															Sacu_v1.1_s0048.g013610						
OG0085028															Sacu_v1.1_s0048.g013612						
OG0085029															Sacu_v1.1_s0048.g013629						
OG0085030															Sacu_v1.1_s0048.g013630						
OG0085031															Sacu_v1.1_s0048.g013643						
OG0085032															Sacu_v1.1_s0049.g013654						
OG0085033															Sacu_v1.1_s0049.g013655						
OG0085034															Sacu_v1.1_s0049.g013701						
OG0085035															Sacu_v1.1_s0050.g013764						
OG0085036															Sacu_v1.1_s0050.g013804						
OG0085037															Sacu_v1.1_s0050.g013815						
OG0085038															Sacu_v1.1_s0050.g013841						
OG0085039															Sacu_v1.1_s0050.g013843						
OG0085040															Sacu_v1.1_s0050.g013845						
OG0085041															Sacu_v1.1_s0050.g013873						
OG0085042															Sacu_v1.1_s0050.g013878						
OG0085043															Sacu_v1.1_s0051.g013891						
OG0085044															Sacu_v1.1_s0051.g013894						
OG0085045															Sacu_v1.1_s0051.g013909						
OG0085046															Sacu_v1.1_s0051.g013922						
OG0085047															Sacu_v1.1_s0051.g013923						
OG0085048															Sacu_v1.1_s0051.g013926						
OG0085049															Sacu_v1.1_s0051.g013932						
OG0085050															Sacu_v1.1_s0051.g013949						
OG0085051															Sacu_v1.1_s0051.g013958						
OG0085052															Sacu_v1.1_s0052.g013991						
OG0085053															Sacu_v1.1_s0052.g014041						
OG0085054															Sacu_v1.1_s0052.g014064						
OG0085055															Sacu_v1.1_s0053.g014078						
OG0085056															Sacu_v1.1_s0053.g014090						
OG0085057															Sacu_v1.1_s0053.g014113						
OG0085058															Sacu_v1.1_s0053.g014114						
OG0085059															Sacu_v1.1_s0053.g014121						
OG0085060															Sacu_v1.1_s0053.g014140						
OG0085061															Sacu_v1.1_s0053.g014141						
OG0085062															Sacu_v1.1_s0053.g014162						
OG0085063															Sacu_v1.1_s0053.g014165						
OG0085064															Sacu_v1.1_s0054.g014192						
OG0085065															Sacu_v1.1_s0054.g014209						
OG0085066															Sacu_v1.1_s0054.g014229						
OG0085067															Sacu_v1.1_s0054.g014237						
OG0085068															Sacu_v1.1_s0054.g014242						
OG0085069															Sacu_v1.1_s0054.g014246						
OG0085070															Sacu_v1.1_s0054.g014249						
OG0085071															Sacu_v1.1_s0054.g014259						
OG0085072															Sacu_v1.1_s0054.g014264						
OG0085073															Sacu_v1.1_s0054.g014265						
OG0085074															Sacu_v1.1_s0054.g014301						
OG0085075															Sacu_v1.1_s0054.g014305						
OG0085076															Sacu_v1.1_s0055.g014309						
OG0085077															Sacu_v1.1_s0055.g014310						
OG0085078															Sacu_v1.1_s0055.g014320						
OG0085079															Sacu_v1.1_s0055.g014323						
OG0085080															Sacu_v1.1_s0055.g014327						
OG0085081															Sacu_v1.1_s0055.g014333						
OG0085082															Sacu_v1.1_s0055.g014334						
OG0085083															Sacu_v1.1_s0055.g014344						
OG0085084															Sacu_v1.1_s0055.g014351						
OG0085085															Sacu_v1.1_s0055.g014362						
OG0085086															Sacu_v1.1_s0055.g014382						
OG0085087															Sacu_v1.1_s0055.g014395						
OG0085088															Sacu_v1.1_s0055.g014403						
OG0085089															Sacu_v1.1_s0055.g014415						
OG0085090															Sacu_v1.1_s0055.g014422						
OG0085091															Sacu_v1.1_s0055.g014429						
OG0085092															Sacu_v1.1_s0055.g014436						
OG0085093															Sacu_v1.1_s0055.g014440						
OG0085094															Sacu_v1.1_s0055.g014441						
OG0085095															Sacu_v1.1_s0055.g014447						
OG0085096															Sacu_v1.1_s0055.g014451						
OG0085097															Sacu_v1.1_s0055.g014470						
OG0085098															Sacu_v1.1_s0055.g014471						
OG0085099															Sacu_v1.1_s0055.g014484						
OG0085100															Sacu_v1.1_s0055.g014491						
OG0085101															Sacu_v1.1_s0055.g014502						
OG0085102															Sacu_v1.1_s0056.g014517						
OG0085103															Sacu_v1.1_s0056.g014519						
OG0085104															Sacu_v1.1_s0056.g014534						
OG0085105															Sacu_v1.1_s0056.g014537						
OG0085106															Sacu_v1.1_s0056.g014555						
OG0085107															Sacu_v1.1_s0056.g014556						
OG0085108															Sacu_v1.1_s0056.g014590						
OG0085109															Sacu_v1.1_s0056.g014609						
OG0085110															Sacu_v1.1_s0056.g014620						
OG0085111															Sacu_v1.1_s0056.g014639						
OG0085112															Sacu_v1.1_s0056.g014656						
OG0085113															Sacu_v1.1_s0056.g014657						
OG0085114															Sacu_v1.1_s0056.g014665						
OG0085115															Sacu_v1.1_s0057.g014667						
OG0085116															Sacu_v1.1_s0057.g014672						
OG0085117															Sacu_v1.1_s0057.g014678						
OG0085118															Sacu_v1.1_s0057.g014679						
OG0085119															Sacu_v1.1_s0057.g014687						
OG0085120															Sacu_v1.1_s0057.g014702						
OG0085121															Sacu_v1.1_s0057.g014703						
OG0085122															Sacu_v1.1_s0057.g014705						
OG0085123															Sacu_v1.1_s0057.g014711						
OG0085124															Sacu_v1.1_s0057.g014714						
OG0085125															Sacu_v1.1_s0057.g014715						
OG0085126															Sacu_v1.1_s0057.g014722						
OG0085127															Sacu_v1.1_s0057.g014727						
OG0085128															Sacu_v1.1_s0057.g014729						
OG0085129															Sacu_v1.1_s0057.g014731						
OG0085130															Sacu_v1.1_s0057.g014736						
OG0085131															Sacu_v1.1_s0057.g014745						
OG0085132															Sacu_v1.1_s0057.g014748						
OG0085133															Sacu_v1.1_s0057.g014753						
OG0085134															Sacu_v1.1_s0057.g014755						
OG0085135															Sacu_v1.1_s0057.g014756						
OG0085136															Sacu_v1.1_s0057.g014760						
OG0085137															Sacu_v1.1_s0057.g014784						
OG0085138															Sacu_v1.1_s0057.g014787						
OG0085139															Sacu_v1.1_s0057.g014821						
OG0085140															Sacu_v1.1_s0058.g014833						
OG0085141															Sacu_v1.1_s0058.g014895						
OG0085142															Sacu_v1.1_s0058.g014908						
OG0085143															Sacu_v1.1_s0058.g014933						
OG0085144															Sacu_v1.1_s0058.g014964						
OG0085145															Sacu_v1.1_s0058.g014973						
OG0085146															Sacu_v1.1_s0058.g014976						
OG0085147															Sacu_v1.1_s0058.g014983						
OG0085148															Sacu_v1.1_s0058.g014992						
OG0085149															Sacu_v1.1_s0058.g014997						
OG0085150															Sacu_v1.1_s0059.g015043						
OG0085151															Sacu_v1.1_s0059.g015057						
OG0085152															Sacu_v1.1_s0059.g015059						
OG0085153															Sacu_v1.1_s0059.g015075						
OG0085154															Sacu_v1.1_s0059.g015096						
OG0085155															Sacu_v1.1_s0059.g015106						
OG0085156															Sacu_v1.1_s0059.g015111						
OG0085157															Sacu_v1.1_s0059.g015172						
OG0085158															Sacu_v1.1_s0059.g015188						
OG0085159															Sacu_v1.1_s0059.g015194						
OG0085160															Sacu_v1.1_s0060.g015200						
OG0085161															Sacu_v1.1_s0060.g015201						
OG0085162															Sacu_v1.1_s0060.g015202						
OG0085163															Sacu_v1.1_s0060.g015273						
OG0085164															Sacu_v1.1_s0061.g015287						
OG0085165															Sacu_v1.1_s0061.g015299						
OG0085166															Sacu_v1.1_s0061.g015326						
OG0085167															Sacu_v1.1_s0061.g015333						
OG0085168															Sacu_v1.1_s0061.g015334						
OG0085169															Sacu_v1.1_s0061.g015342						
OG0085170															Sacu_v1.1_s0061.g015381						
OG0085171															Sacu_v1.1_s0061.g015382						
OG0085172															Sacu_v1.1_s0061.g015388						
OG0085173															Sacu_v1.1_s0061.g015437						
OG0085174															Sacu_v1.1_s0062.g015502						
OG0085175															Sacu_v1.1_s0062.g015529						
OG0085176															Sacu_v1.1_s0062.g015536						
OG0085177															Sacu_v1.1_s0062.g015545						
OG0085178															Sacu_v1.1_s0062.g015547						
OG0085179															Sacu_v1.1_s0062.g015553						
OG0085180															Sacu_v1.1_s0062.g015560						
OG0085181															Sacu_v1.1_s0062.g015578						
OG0085182															Sacu_v1.1_s0062.g015581						
OG0085183															Sacu_v1.1_s0062.g015594						
OG0085184															Sacu_v1.1_s0063.g015627						
OG0085185															Sacu_v1.1_s0063.g015637						
OG0085186															Sacu_v1.1_s0063.g015643						
OG0085187															Sacu_v1.1_s0063.g015655						
OG0085188															Sacu_v1.1_s0063.g015663						
OG0085189															Sacu_v1.1_s0063.g015669						
OG0085190															Sacu_v1.1_s0063.g015671						
OG0085191															Sacu_v1.1_s0063.g015672						
OG0085192															Sacu_v1.1_s0063.g015677						
OG0085193															Sacu_v1.1_s0063.g015678						
OG0085194															Sacu_v1.1_s0063.g015684						
OG0085195															Sacu_v1.1_s0063.g015693						
OG0085196															Sacu_v1.1_s0063.g015696						
OG0085197															Sacu_v1.1_s0063.g015699						
OG0085198															Sacu_v1.1_s0063.g015704						
OG0085199															Sacu_v1.1_s0063.g015705						
OG0085200															Sacu_v1.1_s0063.g015708						
OG0085201															Sacu_v1.1_s0063.g015714						
OG0085202															Sacu_v1.1_s0063.g015733						
OG0085203															Sacu_v1.1_s0063.g015763						
OG0085204															Sacu_v1.1_s0063.g015769						
OG0085205															Sacu_v1.1_s0064.g015778						
OG0085206															Sacu_v1.1_s0064.g015779						
OG0085207															Sacu_v1.1_s0064.g015784						
OG0085208															Sacu_v1.1_s0064.g015797						
OG0085209															Sacu_v1.1_s0064.g015802						
OG0085210															Sacu_v1.1_s0064.g015812						
OG0085211															Sacu_v1.1_s0064.g015813						
OG0085212															Sacu_v1.1_s0064.g015819						
OG0085213															Sacu_v1.1_s0064.g015832						
OG0085214															Sacu_v1.1_s0064.g015851						
OG0085215															Sacu_v1.1_s0064.g015854						
OG0085216															Sacu_v1.1_s0064.g015873						
OG0085217															Sacu_v1.1_s0064.g015875						
OG0085218															Sacu_v1.1_s0064.g015881						
OG0085219															Sacu_v1.1_s0064.g015893						
OG0085220															Sacu_v1.1_s0064.g015896						
OG0085221															Sacu_v1.1_s0064.g015898						
OG0085222															Sacu_v1.1_s0065.g015910						
OG0085223															Sacu_v1.1_s0065.g015913						
OG0085224															Sacu_v1.1_s0065.g015965						
OG0085225															Sacu_v1.1_s0065.g015971						
OG0085226															Sacu_v1.1_s0065.g015978						
OG0085227															Sacu_v1.1_s0065.g016001						
OG0085228															Sacu_v1.1_s0065.g016002						
OG0085229															Sacu_v1.1_s0065.g016003						
OG0085230															Sacu_v1.1_s0065.g016017						
OG0085231															Sacu_v1.1_s0065.g016018						
OG0085232															Sacu_v1.1_s0065.g016032						
OG0085233															Sacu_v1.1_s0065.g016033						
OG0085234															Sacu_v1.1_s0065.g016034						
OG0085235															Sacu_v1.1_s0065.g016035						
